cluster_id	action	victim_path_on_gws	quarantine_path	survivor_path	victim_score	survivor_score
194	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/amper_2018_IMG_20180320_164409.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/amper_2018_IMG_20180320_164409.jpg	gws-backup:GML-Consolidated/unknown/00/amper_2018_IMG_20180320_164409.jpg	38.4	48.4
195	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/amper_2018_IMG_20180320_164418.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/amper_2018_IMG_20180320_164418.jpg	gws-backup:GML-Consolidated/unknown/00/amper_2018_IMG_20180320_164418.jpg	38.5	48.5
196	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/B2A/B2A - ABBBA/Akce proběhlé/Ampér 2018/fotky stánku/amper_2018_instagram_04.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/B2A/B2A - ABBBA/Akce proběhlé/Ampér 2018/fotky stánku/amper_2018_instagram_04.jpg	gws-backup:GML-Consolidated/unknown/00/amper_2018_instagram_04.jpg	-3.3	6.7
197	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/nabídka 2020 2.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/nabídka 2020 2.jpg	gws-backup:GML-Consolidated/unknown/00/nabídka 2020 2.jpg	43.1	53.1
198	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/nabídka 2020.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/nabídka 2020.jpg	gws-backup:GML-Consolidated/unknown/00/nabídka 2020.jpg	43.8	53.8
199	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/B2A_inzerce_noviny_casopis_clanek_rozhovor_10.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/B2A_inzerce_noviny_casopis_clanek_rozhovor_10.jpg	gws-backup:GML-Consolidated/unknown/00/B2A_inzerce_noviny_casopis_clanek_rozhovor_10.jpg	52.8	62.8
200	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/B2A/B2A - ABBBA/PR proběhlé/Ray News/Image from iOS.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/B2A/B2A - ABBBA/PR proběhlé/Ray News/Image from iOS.jpg	gws-backup:GML-Consolidated/unknown/00/Image from iOS.jpg	64.0	74.0
201	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Kristýna Šudáková.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Kristýna Šudáková.jpg	gws-backup:GML-Consolidated/unknown/00/Kristýna Šudáková.jpg	-4.1	5.9
202	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/B2A/Produktové karty, Company Profily/Firemní profil CZ/zdroje company profile_s logem kredit/b2a-profil_BACK_v04_s logem kredit_ani.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/B2A/Produktové karty, Company Profily/Firemní profil CZ/zdroje company profile_s logem kredit/b2a-profil_BACK_v04_s logem kredit_ani.jpg	gws-backup:GML-Consolidated/unknown/00/b2a-profil_BACK_v04_s logem kredit_ani.jpg	33.3	43.3
203	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/B2A/Produktové karty, Company Profily/Firemní profil CZ/zdroje company profile_s logem kredit/b2a-profil_BBront_v04_s logem kredit_ani.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/B2A/Produktové karty, Company Profily/Firemní profil CZ/zdroje company profile_s logem kredit/b2a-profil_BBront_v04_s logem kredit_ani.jpg	gws-backup:GML-Consolidated/unknown/00/b2a-profil_BBront_v04_s logem kredit_ani.jpg	36.3	46.3
204	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Lenna.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Lenna.png	gws-backup:GML-Consolidated/unknown/00/Lenna.png	-5.7	4.3
205	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Dlouhé a krátké samohlásky (23. 3. 2020 9:37:50).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Dlouhé a krátké samohlásky (23. 3. 2020 9:37:50).jpeg	gws-backup:GML-Consolidated/unknown/00/Dlouhé a krátké samohlásky (23. 3. 2020 9:37:50).jpeg	61.6	71.6
206	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20160321_105845.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20160321_105845.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20160321_105845.jpg	61.3	71.3
207	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20160321_105901.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20160321_105901.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20160321_105901.jpg	61.7	71.7
208	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20160408_204529.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20160408_204529.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20160408_204529.jpg	62.3	72.3
209	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20160413_192540.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20160413_192540.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20160413_192540.jpg	61.4	71.4
210	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20160413_192546.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20160413_192546.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20160413_192546.jpg	61.5	71.5
211	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/GA - chování 1.11. - 1.12..jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/GA - chování 1.11. - 1.12..jpg	gws-backup:GML-Consolidated/unknown/00/GA - chování 1.11. - 1.12..jpg	-4.2	5.8
212	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/GA - chování 14.11. - 20.11..jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/GA - chování 14.11. - 20.11..jpg	gws-backup:GML-Consolidated/unknown/00/GA - chování 14.11. - 20.11..jpg	-4.3	5.7
213	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/GA - chování 21.11. - 28.11..jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/GA - chování 21.11. - 28.11..jpg	gws-backup:GML-Consolidated/unknown/00/GA - chování 21.11. - 28.11..jpg	-4.3	5.7
214	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/google reklama.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/google reklama.png	gws-backup:GML-Consolidated/unknown/00/google reklama.png	-4.6	5.4
215	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/GA návštěvnost.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/GA návštěvnost.png	gws-backup:GML-Consolidated/unknown/00/GA návštěvnost.png	-3.8	6.2
216	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/GA vstupní stránky.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/GA vstupní stránky.png	gws-backup:GML-Consolidated/unknown/00/GA vstupní stránky.png	-3.7	6.3
217	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/GA zdroj-medium.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/GA zdroj-medium.png	gws-backup:GML-Consolidated/unknown/00/GA zdroj-medium.png	-3.7	6.3
218	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/GA zobrazení.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/GA zobrazení.png	gws-backup:GML-Consolidated/unknown/00/GA zobrazení.png	-3.8	6.2
219	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/0b18c46f-2b09-4a8e-ba21-1c27a553873c.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/0b18c46f-2b09-4a8e-ba21-1c27a553873c.jpg	gws-backup:GML-Consolidated/unknown/00/0b18c46f-2b09-4a8e-ba21-1c27a553873c.jpg	3.2	13.2
220	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/84a0fa9b-c770-4952-9b28-a74282d4c746.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/84a0fa9b-c770-4952-9b28-a74282d4c746.jpg	gws-backup:GML-Consolidated/unknown/00/84a0fa9b-c770-4952-9b28-a74282d4c746.jpg	9.2	19.2
221	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20190201_230409.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20190201_230409.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20190201_230409.jpg	58.5	68.5
222	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20190325_150240.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20190325_150240.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20190325_150240.jpg	57.6	67.6
223	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20190325_150305.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20190325_150305.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20190325_150305.jpg	57.4	67.4
224	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20190325_150327.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20190325_150327.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20190325_150327.jpg	57.6	67.6
225	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20200402_202238.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20200402_202238.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20200402_202238.jpg	57.7	67.7
226	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201210_165713.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201210_165713.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201210_165713.jpg	56.1	66.1
227	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201210_165752.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201210_165752.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201210_165752.jpg	56.5	66.5
228	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201210_165804.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201210_165804.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201210_165804.jpg	56.4	66.4
229	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201210_165856.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201210_165856.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201210_165856.jpg	56.6	66.6
230	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201210_170010.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201210_170010.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201210_170010.jpg	56.3	66.3
231	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201210_170051.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201210_170051.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201210_170051.jpg	56.5	66.5
232	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201211_135938_1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201211_135938_1.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201211_135938_1.jpg	56.6	66.6
233	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201211_140001.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201211_140001.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201211_140001.jpg	57.0	67.0
234	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201211_140005_1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201211_140005_1.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201211_140005_1.jpg	57.0	67.0
235	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201211_140013_1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201211_140013_1.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201211_140013_1.jpg	57.8	67.8
236	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201212_151554_1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201212_151554_1.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201212_151554_1.jpg	57.8	67.8
237	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201212_152523_1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201212_152523_1.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201212_152523_1.jpg	56.8	66.8
238	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201212_152546_1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201212_152546_1.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201212_152546_1.jpg	57.2	67.2
239	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201213_152918.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201213_152918.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201213_152918.jpg	56.6	66.6
240	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201215_200949.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201215_200949.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201215_200949.jpg	55.6	65.6
241	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201215_201009.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201215_201009.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201215_201009.jpg	53.4	63.4
242	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201215_234628.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201215_234628.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201215_234628.jpg	49.3	59.3
243	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201216_002335.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201216_002335.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201216_002335.jpg	55.7	65.7
244	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201217_131117.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201217_131117.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201217_131117.jpg	55.9	65.9
245	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201217_131129.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201217_131129.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201217_131129.jpg	56.0	66.0
246	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_20201218_084107.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_20201218_084107.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201218_084107.jpg	60.7	70.7
247	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201218_215138.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201218_215138.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201218_215138.jpg	55.3	65.3
248	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201219_134648.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/IMG_20201219_134648.jpg	gws-backup:GML-Consolidated/unknown/00/IMG_20201219_134648.jpg	56.4	66.4
249	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/1.jpg	gws-backup:GML-Consolidated/unknown/00/1_d11b16.jpg	8.3	18.3
250	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/10.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/10.jpg	gws-backup:GML-Consolidated/unknown/00/10_12bfe5.jpg	8.2	18.2
251	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/11.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/11.jpg	gws-backup:GML-Consolidated/unknown/00/11_7c0b83.jpg	8.1	18.1
252	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/2.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/2.jpg	gws-backup:GML-Consolidated/unknown/00/2_bd3e0c.jpg	8.1	18.1
253	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/3.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/gdrive/KLIENTI/A.W.I.S. Správa, systémy s.r.o/fotky/3.jpg	gws-backup:GML-Consolidated/unknown/00/3_155eac.jpg	8.0	18.0
254	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/4_surrog.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/4_surrog.jpg	gws-backup:GML-Consolidated/unknown/00/4_4fb9c3.jpg	8.2	18.2
255	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/5_surrog.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/5_surrog.jpg	gws-backup:GML-Consolidated/unknown/00/5_6f3ecc.jpg	8.2	18.2
256	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/6_surrog.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/6_surrog.jpg	gws-backup:GML-Consolidated/unknown/00/6_5e29ad.jpg	8.1	18.1
257	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/7_surrog.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/7_surrog.jpg	gws-backup:GML-Consolidated/unknown/00/7_f63fa2.jpg	8.2	18.2
258	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/8_surrog.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/8_surrog.jpg	gws-backup:GML-Consolidated/unknown/00/8_376f37.jpg	8.1	18.1
259	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/9_surrog.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/9_surrog.jpg	gws-backup:GML-Consolidated/unknown/00/9_73edb2.jpg	8.0	18.0
260	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DAVIS CUP 1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DAVIS CUP 1.jpg	gws-backup:GML-Consolidated/unknown/00/DAVIS CUP 1.jpg	5.8	15.8
261	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DAVIS CUP 2.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DAVIS CUP 2.jpg	gws-backup:GML-Consolidated/unknown/00/DAVIS CUP 2.jpg	5.4	15.4
262	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DAVIS CUP 3.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DAVIS CUP 3.jpg	gws-backup:GML-Consolidated/unknown/00/DAVIS CUP 3.jpg	5.2	15.2
263	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DAVIS CUP 4.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DAVIS CUP 4.jpg	gws-backup:GML-Consolidated/unknown/00/DAVIS CUP 4.jpg	4.8	14.8
264	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00089.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00089.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00089.jpg	48.2	58.2
265	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00096.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00096.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00096.jpg	48.5	58.5
266	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00098.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00098.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00098.jpg	52.1	62.1
267	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00101.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00101.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00101.jpg	53.6	63.6
268	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00102.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00102.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00102.jpg	49.2	59.2
269	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00105.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00105.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00105.jpg	42.8	52.8
270	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00110_1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00110_1.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00110_1.jpg	49.0	59.0
271	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00113.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00113.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00113.jpg	50.2	60.2
272	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00119.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00119.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00119.jpg	53.7	63.7
273	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00122.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00122.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00122.jpg	49.9	59.9
274	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00123.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00123.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00123.jpg	52.4	62.4
275	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00132.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00132.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00132.jpg	52.6	62.6
276	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00144.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00144.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00144.jpg	49.7	59.7
277	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00152.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00152.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00152.jpg	51.7	61.7
278	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00155.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00155.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00155.jpg	52.1	62.1
279	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC00159.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC00159.jpg	gws-backup:GML-Consolidated/unknown/00/DSC00159.jpg	53.4	63.4
