cluster_id	action	victim_path_on_gws	quarantine_path	survivor_path	victim_score	survivor_score
549	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Fotky PF 2026/DSC09874.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Fotky PF 2026/DSC09874.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09874.jpg	23.3	33.3
550	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC09888.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC09888.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09888.jpg	24.3	34.3
551	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC09892.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC09892.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09892.jpg	23.6	33.6
552	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC09901.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC09901.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09901.jpg	23.0	33.0
553	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Fotky PF 2026/DSC09905.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Fotky PF 2026/DSC09905.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09905.jpg	24.1	34.1
554	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Fotky PF 2026/DSC09924-4.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Fotky PF 2026/DSC09924-4.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09924-4.jpg	24.3	34.3
555	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC09965.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC09965.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09965.jpg	36.2	46.2
556	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC09974-2.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC09974-2.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09974-2.jpg	32.0	42.0
557	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/DSC09990.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/DSC09990.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09990.jpg	29.3	39.3
558	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Fotky PF 2026/DSC09993.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Fotky PF 2026/DSC09993.jpg	gws-backup:GML-Consolidated/unknown/00/DSC09993.jpg	29.8	39.8
559	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Gabča.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Gabča.jpeg	gws-backup:GML-Consolidated/unknown/00/Gabča.jpeg	-4.6	5.4
560	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Gemini_Generated_Image_3tm3pg3tm3pg3tm3.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Gemini_Generated_Image_3tm3pg3tm3pg3tm3.png	gws-backup:GML-Consolidated/unknown/00/Gemini_Generated_Image_3tm3pg3tm3pg3tm3.png	-2.3	7.7
561	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Gemini_Generated_Image_hfjturhfjturhfjt.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Gemini_Generated_Image_hfjturhfjturhfjt.jpeg	gws-backup:GML-Consolidated/unknown/00/Gemini_Generated_Image_hfjturhfjturhfjt.jpeg	-0.1	9.9
562	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Gemini_Generated_Image_wpjsnbwpjsnbwpjs.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Gemini_Generated_Image_wpjsnbwpjsnbwpjs.png	gws-backup:GML-Consolidated/unknown/00/Gemini_Generated_Image_wpjsnbwpjsnbwpjs.png	4.7	14.7
563	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Gemini_Generated_Image_xcpjw9xcpjw9xcpj.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Gemini_Generated_Image_xcpjw9xcpjw9xcpj.png	gws-backup:GML-Consolidated/unknown/00/Gemini_Generated_Image_xcpjw9xcpjw9xcpj.png	3.8	13.8
564	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Git Cheat Sheet.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Git Cheat Sheet.png	gws-backup:GML-Consolidated/unknown/00/Git Cheat Sheet.png	7.1	17.1
565	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_8498.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_8498.jpeg	gws-backup:GML-Consolidated/unknown/00/IMG_8498.jpeg	73.3	83.3
566	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/IMG_9971-1710943210511.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/IMG_9971-1710943210511.jpeg	gws-backup:GML-Consolidated/unknown/00/IMG_9971-1710943210511.jpeg	3.3	13.3
567	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/KP 850.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/KP 850.jpg	gws-backup:GML-Consolidated/unknown/00/KP 850.jpg	-2.4	7.6
568	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/KP750 + ACUT.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/KP750 + ACUT.jpg	gws-backup:GML-Consolidated/unknown/00/KP750 + ACUT.jpg	-3.2	6.8
569	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/InvalidPassword.tiff	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/InvalidPassword.tiff	gws-backup:GML-Consolidated/unknown/00/InvalidPassword.tiff	-5.0	5.0
570	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/background.tiff	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/background.tiff	gws-backup:GML-Consolidated/unknown/00/background.tiff	-4.7	5.3
571	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Lenka.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Lenka.jpeg	gws-backup:GML-Consolidated/unknown/00/Lenka.jpeg	-4.6	5.4
572	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Preview.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Preview.jpg	gws-backup:GML-Consolidated/unknown/00/Preview.jpg	-0.6	9.4
573	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Lucka.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Lucka.png	gws-backup:GML-Consolidated/unknown/00/Lucka.png	-1.1	8.9
574	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Milan.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Milan.jpeg	gws-backup:GML-Consolidated/unknown/00/Milan.jpeg	-4.7	5.3
575	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Mirka.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Mirka.jpeg	gws-backup:GML-Consolidated/unknown/00/Mirka.jpeg	-4.6	5.4
576	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Modular PP Rozměr.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Modular PP Rozměr.png	gws-backup:GML-Consolidated/unknown/00/Modular PP Rozměr.png	0.1	10.1
577	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Obrázek1.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Obrázek1.jpg	gws-backup:GML-Consolidated/unknown/00/Obrázek1.jpg	-2.2	7.8
578	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Obrázek2.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Obrázek2.jpg	gws-backup:GML-Consolidated/unknown/00/Obrázek2.jpg	-2.1	7.9
579	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Obrázek3.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Obrázek3.png	gws-backup:GML-Consolidated/unknown/00/Obrázek3.png	-0.7	9.3
580	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Petr.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Petr.png	gws-backup:GML-Consolidated/unknown/00/Petr.png	-2.8	7.2
581	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Plast - Conventional Line - Thermoforming.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Plast - Conventional Line - Thermoforming.jpg	gws-backup:GML-Consolidated/unknown/00/Plast - Conventional Line - Thermoforming.jpg	-1.5	8.5
582	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Podpis.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Podpis.png	gws-backup:GML-Consolidated/unknown/00/Podpis.png	-4.5	5.5
583	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Projekt-bez-nazwy-11-683x1024.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Projekt-bez-nazwy-11-683x1024.png	gws-backup:GML-Consolidated/unknown/00/Projekt-bez-nazwy-11-683x1024.png	-5.1	4.9
584	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Rodinný úkolníček.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Rodinný úkolníček.png	gws-backup:GML-Consolidated/unknown/00/Rodinný úkolníček.png	-5.2	4.8
585	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/SIP domek.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/SIP domek.jpeg	gws-backup:GML-Consolidated/unknown/00/SIP domek.jpeg	-2.8	7.2
586	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/SM-1001_Symphony_No._5.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/SM-1001_Symphony_No._5.jpg	gws-backup:GML-Consolidated/unknown/00/SM-1001_Symphony_No._5.jpg	-1.2	8.8
587	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Snímek␊obrazovky 2025-12-17 v 7.21.40.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Snímek␊obrazovky 2025-12-17 v 7.21.40.png	"gws-backup:GML-Consolidated/unknown/00/Snímek
obrazovky 2025-12-17 v 7.21.40.png"	7.6	17.6
588	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/Snímek obrazovky 2026-02-23 v 7.31.11.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/Snímek obrazovky 2026-02-23 v 7.31.11.png	gws-backup:GML-Consolidated/unknown/00/Snímek obrazovky 2026-02-23 v 7.31.11.png	-0.6	9.4
589	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/TRI601_logo_260226_DR-02.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/TRI601_logo_260226_DR-02.png	gws-backup:GML-Consolidated/unknown/00/TRI601_logo_260226_DR-02.png	-5.8	4.2
590	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Tinnitus, Hyperkauze.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Tinnitus, Hyperkauze.png	gws-backup:GML-Consolidated/unknown/00/Tinnitus, Hyperkauze.png	10.7	20.7
591	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Tomáš Klušák.webp	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Tomáš Klušák.webp	gws-backup:GML-Consolidated/unknown/00/Tomáš Klušák.webp	-3.4	6.6
592	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Blog.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Blog.png	gws-backup:GML-Consolidated/unknown/00/Blog.png	3.8	13.8
593	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Blog_detail.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Blog_detail.png	gws-backup:GML-Consolidated/unknown/00/Blog_detail.png	5.2	15.2
594	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Kariera.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Kariera.png	gws-backup:GML-Consolidated/unknown/00/Kariera.png	18.2	28.2
595	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Kariera_detail-1.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Kariera_detail-1.png	gws-backup:GML-Consolidated/unknown/00/Kariera_detail-1.png	8.1	18.1
596	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Kariera_detail.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Kariera_detail.png	gws-backup:GML-Consolidated/unknown/00/Kariera_detail.png	6.6	16.6
597	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Kariera_keď nie sú pozice.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Kariera_keď nie sú pozice.png	gws-backup:GML-Consolidated/unknown/00/Kariera_keď nie sú pozice.png	17.2	27.2
598	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Kartonaz.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Kartonaz.png	gws-backup:GML-Consolidated/unknown/00/Kartonaz.png	11.0	21.0
599	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Kontakt.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Kontakt.png	gws-backup:GML-Consolidated/unknown/00/Kontakt.png	3.7	13.7
600	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Náš přístup.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Náš přístup.png	gws-backup:GML-Consolidated/unknown/00/Náš přístup.png	6.3	16.3
601	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/O nás.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/O nás.png	gws-backup:GML-Consolidated/unknown/00/O nás.png	17.2	27.2
602	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Reference.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Reference.png	gws-backup:GML-Consolidated/unknown/00/Reference.png	4.1	14.1
603	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Reference_Detail.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Reference_Detail.png	gws-backup:GML-Consolidated/unknown/00/Reference_Detail.png	11.8	21.8
604	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Stroje.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Stroje.png	gws-backup:GML-Consolidated/unknown/00/Stroje.png	9.2	19.2
605	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Troják PF 2026.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Troják PF 2026.png	gws-backup:GML-Consolidated/unknown/00/Troják PF 2026.png	2.9	12.9
606	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Untitled LiveDoc (1).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Untitled LiveDoc (1).png	gws-backup:GML-Consolidated/unknown/00/Untitled LiveDoc (1).png	1.7	11.7
607	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/Untitled LiveDoc.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/Untitled LiveDoc.png	gws-backup:GML-Consolidated/unknown/00/Untitled LiveDoc.png	1.8	11.8
608	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2025-09-16 at 14.16.49.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2025-09-16 at 14.16.49.jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2025-09-16 at 14.16.49.jpeg	-2.5	7.5
609	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2025-10-11 at 11.55.28.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2025-10-11 at 11.55.28.jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2025-10-11 at 11.55.28.jpeg	-3.3	6.7
610	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2025-11-04 at 12.23.39.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2025-11-04 at 12.23.39.jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2025-11-04 at 12.23.39.jpeg	-3.5	6.5
611	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-01-22 at 19.02.46.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-01-22 at 19.02.46.jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-01-22 at 19.02.46.jpeg	-2.8	7.2
612	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-01-22 at 19.02.48.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-01-22 at 19.02.48.jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-01-22 at 19.02.48.jpeg	-2.8	7.2
613	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.04 (1).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.04 (1).jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-02-23 at 17.11.04 (1).jpeg	-1.4	8.6
614	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.04.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.04.jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-02-23 at 17.11.04.jpeg	-1.4	8.6
615	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.05 (1).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.05 (1).jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-02-23 at 17.11.05 (1).jpeg	-1.4	8.6
616	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.05.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.05.jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-02-23 at 17.11.05.jpeg	-3.0	7.0
617	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.35 (1).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.35 (1).jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-02-23 at 17.11.35 (1).jpeg	-2.4	7.6
618	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.35 (2).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.35 (2).jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-02-23 at 17.11.35 (2).jpeg	-2.3	7.7
619	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.35 (3).jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.35 (3).jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-02-23 at 17.11.35 (3).jpeg	-2.4	7.6
620	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.35.jpeg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/WhatsApp Image 2026-02-23 at 17.11.35.jpeg	gws-backup:GML-Consolidated/unknown/00/WhatsApp Image 2026-02-23 at 17.11.35.jpeg	-2.3	7.7
621	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/bina-tomas-250x250-nove.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/bina-tomas-250x250-nove.jpg	gws-backup:GML-Consolidated/unknown/00/bina-tomas-250x250-nove.jpg	-4.9	5.1
622	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/ecVINoJqEK3kg8kn.png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/ecVINoJqEK3kg8kn.png	gws-backup:GML-Consolidated/unknown/00/ecVINoJqEK3kg8kn.png	6.7	16.7
623	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/fotka v arfinu.jpg	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/fotka v arfinu.jpg	gws-backup:GML-Consolidated/unknown/00/fotka v arfinu.jpg	2.8	12.8
624	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/genera ted-image (11).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/genera ted-image (11).png	gws-backup:GML-Consolidated/unknown/00/genera ted-image (11).png	-2.6	7.4
625	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/generated-image (1).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/generated-image (1).png	gws-backup:GML-Consolidated/unknown/00/generated-image (1).png	-2.6	7.4
626	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (10).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (10).png	gws-backup:GML-Consolidated/unknown/00/generated-image (10).png	-4.4	5.6
627	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (12).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (12).png	gws-backup:GML-Consolidated/unknown/00/generated-image (12).png	-4.2	5.8
628	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (13).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (13).png	gws-backup:GML-Consolidated/unknown/00/generated-image (13).png	-2.7	7.3
629	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/generated-image (14).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/generated-image (14).png	gws-backup:GML-Consolidated/unknown/00/generated-image (14).png	-2.6	7.4
630	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (15).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (15).png	gws-backup:GML-Consolidated/unknown/00/generated-image (15).png	-2.7	7.3
631	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (16).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (16).png	gws-backup:GML-Consolidated/unknown/00/generated-image (16).png	-2.6	7.4
632	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/generated-image (17).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/generated-image (17).png	gws-backup:GML-Consolidated/unknown/00/generated-image (17).png	-2.6	7.4
633	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (18).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/.staging/mega/GML-Backup/Downloads/generated-image (18).png	gws-backup:GML-Consolidated/unknown/00/generated-image (18).png	-2.5	7.5
634	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/generated-image (19).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/generated-image (19).png	gws-backup:GML-Consolidated/unknown/00/generated-image (19).png	-2.7	7.3
635	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/generated-image (2).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/generated-image (2).png	gws-backup:GML-Consolidated/unknown/00/generated-image (2).png	-2.6	7.4
636	MOVE_TO_QUARANTINE	gws-backup:GML-Consolidated/2026/03/generated-image (20).png	gws-backup:GML-Quarantine/perceptual-dedup/GML-Consolidated/2026/03/generated-image (20).png	gws-backup:GML-Consolidated/unknown/00/generated-image (20).png	-2.7	7.3
